City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Chekmagush,NE,55.1319,54.6556,27.16,97,100,10.58,overcast clouds
702,Kenai,NE,60.5544,-151.2583,1.4,85,1,5.41,clear sky
703,Donja Dubica,NE,45.075,18.4114,55.4,67,0,5.75,clear sky
704,Bahia Honda,NE,22.9036,-83.1592,71.91,62,11,12.48,few clouds
705,Foam Lake,NE,51.65,-103.5343,17.6,86,90,3.44,overcast clouds
706,Plymouth,NE,41.8334,-70.8328,16.0,48,1,8.05,clear sky
707,Mount Pleasant,NE,32.7941,-79.8626,48.2,46,1,3.44,clear sky
708,Puno,NE,-15.8333,-70.0333,57.2,33,0,3.44,clear sky
709,Klyuchi,NE,52.2667,79.1667,8.29,95,34,7.05,scattered clouds
710,Mawlamyine,NE,16.4914,97.6256,76.59,76,55,3.13,broken clouds
711,Yima,NE,34.7381,111.8839,48.0,99,96,7.96,overcast clouds
712,Hay River,NE,60.8156,-115.7999,-22.0,76,88,1.14,overcast clouds
713,Vardo,NE,70.3705,31.1107,30.2,74,75,25.32,light snow
714,Sembe,NE,1.6481,14.5806,79.52,82,98,2.64,light rain
715,Yumen,NE,40.2833,97.2,24.8,73,0,23.94,clear sky
716,Haines Junction,NE,60.7522,-137.5108,-18.4,69,100,2.3,overcast clouds
717,Progreso,NE,21.2833,-89.6667,73.99,56,40,5.75,scattered clouds
718,Rorvik,NE,64.8621,11.2373,29.23,96,85,11.92,overcast clouds
719,Chalisgaon,NE,20.4667,75.0167,72.57,27,0,5.7,clear sky
